Log,Attack Type
 619  1.062810      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=415476 Win=64240 Len=0,Spam
1898  44.741189     147.32.84.165       66.252.208.228      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1259 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1266  1.511991      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1265#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=862016 Win=64240 Len=0,Spam
  79  0.615820      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=51716 Ack=128 Win=65535 Len=1460,Spam
1912  44.742394     147.32.84.165       207.115.20.20       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1266 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
  33  0.485644      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 32#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=16372 Win=64240 Len=0,Spam
1538  1.703465      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1049116 Win=64240 Len=0,Spam
1034  1.326650      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=702256 Win=61320 Len=0,Spam
1563  1.709063      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1066636 Ack=128 Win=65535 Len=1460,Spam
 352  0.871399      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 351#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=229836 Win=64240 Len=0,Spam
 164  0.742991      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=105425 Ack=128 Win=65535 Len=1460,Spam
 204  0.745131      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=130556 Ack=128 Win=65535 Len=1460,Spam
1054  1.327972      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1053#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=712476 Win=64240 Len=0,Spam
1365  1.576975      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1364#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=927716 Win=64240 Len=0,Spam
"1967  77.969683     147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:data     224  1413 â†’ 5678 [PSH, ACK] Seq=8 Ack=1 Win=64240 Len=170",Spam
 496  0.940367      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:prp      60  [TCP Dup ACK 495#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=330576 Win=64240 Len=0[Malformed Packet],Spam
1625  1.715322      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1108976 Ack=128 Win=65535 Len=1460,Spam
1966  77.969488     91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp      60  5678 â†’ 1413 [ACK] Seq=1 Ack=8 Win=65535 Len=0,Spam
1963  77.801886     147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1962#1] 1413 â†’ 5678 [ACK] Seq=1 Ack=1 Win=64240 Len=0,Spam
 611  1.062237      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2974  5678 â†’ 1040 [ACK] Seq=409636 Ack=128 Win=65535 Len=2920,Spam
 433  0.934415      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=286776 Win=64240 Len=0,Spam
1492  1.647057      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:prp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1017616 Win=64240 Len=0[Malformed Packet],Spam
 219  0.745979      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 218#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=140776 Win=62780 Len=0,Spam
1931  47.691915     147.32.84.165       204.232.236.144     eth:ethertype:ip:tcp      62  [TCP Retransmission] 1265 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1466  1.644626      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1000936 Ack=128 Win=65535 Len=1460,Spam
 631  1.065053      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2354  5678 â†’ 1040 [ACK] Seq=425476 Ack=128 Win=65535 Len=2300,Spam
1382  1.580946      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1381#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=939616 Win=64240 Len=0,Spam
1302  1.519023      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:prp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=887676 Win=64240 Len=0[Malformed Packet],Spam
  60  0.613944      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=35656 Win=64240 Len=0,Spam
 299  0.810107      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=197716 Ack=128 Win=65535 Len=1460,Spam
1711  1.792543      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2974  5678 â†’ 1040 [ACK] Seq=1167376 Ack=128 Win=65535 Len=2920,Spam
  74  0.615115      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=44416 Ack=128 Win=65535 Len=1460,Spam
 163  0.742975      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=103965 Ack=128 Win=65535 Len=1460,Spam
1275  1.515421      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1274#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=868076 Win=64240 Len=0,Spam
1594  1.712147      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1086236 Win=59240 Len=0,Spam
1434  1.586294      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=976736 Win=64240 Len=0,Spam
1613  1.713631      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1612#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=1100836 Win=44640 Len=0,Spam
 592  1.004910      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=397736 Ack=128 Win=65535 Len=1460,Spam
 317  0.812295      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=206476 Win=64240 Len=0,Spam
  46  0.550302      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=25436 Win=64240 Len=0,Spam
"1720  1.830915      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data     849  5678 â†’ 1040 [FIN, PSH, ACK] Seq=1174676 Ack=128 Win=65535 Len=795",Spam
1832  24.258226     147.32.84.165       65.55.92.152        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1073 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
 428  0.878468      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=283856 Ack=128 Win=65535 Len=1460,Spam
 582  1.004120      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=390436 Ack=128 Win=65535 Len=1460,Spam
  77  0.615503      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=45876 Ack=128 Win=65535 Len=1460,Spam
1917  47.691598     147.32.84.165       68.20.105.2         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1258 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1415  1.584399      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=963596 Win=64240 Len=0,Spam
 781  1.133963      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Window Update] 1040 â†’ 5678 [ACK] Seq=128 Ack=527676 Win=64240 Len=0,Spam
1920  47.691682     147.32.84.165       207.115.36.21       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1260 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1174  1.448166      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1173#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=797776 Win=64240 Len=0,Spam
1320  1.520181      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=899356 Ack=128 Win=65535 Len=1460,Spam
 938  1.260762      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=633945 Win=64240 Len=0,Spam
  31  0.485509      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1507  5678 â†’ 1040 [ACK] Seq=16372 Ack=128 Win=65535 Len=1453,Spam
1092  1.386743      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:prp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=741056 Win=64240 Len=0[Malformed Packet],Spam
1616  1.714171      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1103756 Win=41720 Len=0,Spam
1230  1.456384      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2974  5678 â†’ 1040 [ACK] Seq=839496 Ack=128 Win=65535 Len=2920,Spam
 975  1.263201      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=659076 Win=63000 Len=0,Spam
1085  1.384128      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=736676 Win=64240 Len=0,Spam
 515  0.942571      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 514#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=343936 Win=64240 Len=0,Spam
1551  1.707434      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1057656 Win=64240 Len=0,Spam
1568  1.709272      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1567#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=1069556 Win=59860 Len=0,Spam
1811  21.254352     147.32.84.165       65.55.92.152        eth:ethertype:ip:tcp      62  1073 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1574  1.710080      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1573#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=1072476 Win=64240 Len=0,Spam
  45  0.550176      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=28356 Ack=128 Win=65535 Len=1460,Spam
1687  1.791135      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1686#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=1149856 Win=64240 Len=0,Spam
 169  0.743420      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 168#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=108345 Win=64240 Len=0,Spam
 304  0.810234      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 303#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=196256 Win=64240 Len=0,Spam
 991  1.319875      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=670976 Win=64240 Len=0,Spam
 556  1.002035      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=372916 Win=64240 Len=0,Spam
1925  47.691785     147.32.84.165       194.97.157.254      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1262 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
 608  1.006766      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=408176 Ack=128 Win=65535 Len=1460,Spam
1619  1.714202      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2354  5678 â†’ 1040 [ACK] Seq=1105216 Ack=128 Win=65535 Len=2300,Spam
 758  1.131896      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=511836 Win=64240 Len=0,Spam
 439  0.935153      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2974  5678 â†’ 1040 [ACK] Seq=289696 Ack=128 Win=65535 Len=2920,Spam
 583  1.004205      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=391896 Win=64240 Len=0,Spam
1519  1.649445      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1036596 Win=61320 Len=0,Spam
 528  0.999229      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2974  5678 â†’ 1040 [ACK] Seq=352476 Ack=128 Win=65535 Len=2920,Spam
 343  0.870578      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 342#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=223996 Win=64240 Len=0,Spam
"1737  2.046009      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:data      61  1043 â†’ 5678 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=7",Spam
 368  0.872243      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 367#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=241205 Win=64240 Len=0,Spam
 186  0.744544      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=123256 Ack=128 Win=65535 Len=1460,Spam
1117  1.390352      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=759196 Win=64240 Len=0,Spam
1755  2.329900      147.32.84.165       68.90.69.10         eth:ethertype:ip:tcp      62  1046 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1426  1.585246      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1425#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=970896 Win=64240 Len=0,Spam
 301  0.810167      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=199176 Ack=128 Win=65535 Len=1460,Spam
1904  44.741695     147.32.84.165       194.97.157.254      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1262 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
 833  1.194765      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data     363  5678 â†’ 1040 [ACK] Seq=562096 Ack=128 Win=65535 Len=309,Spam
 544  1.000876      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=363536 Win=64240 Len=0,Spam
1601  1.712914      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1092076 Win=53400 Len=0,Spam
 351  0.871395      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=229836 Win=64240 Len=0,Spam
1933  47.691960     147.32.84.165       207.115.20.20       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1266 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1511  1.649193      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1032216 Ack=128 Win=65535 Len=1460,Spam
 979  1.263474      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=661996 Ack=128 Win=65535 Len=1460,Spam
 176  0.743599      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=111576 Win=64240 Len=0,Spam
 483  0.939433      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:prp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=321196 Win=64240 Len=0[Malformed Packet],Spam
1413  1.583938      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1412#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=962136 Win=64240 Len=0,Spam
1611  1.713537      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1099376 Ack=128 Win=65535 Len=1460,Spam
 124  0.679638      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2974  5678 â†’ 1040 [ACK] Seq=76536 Ack=128 Win=65535 Len=2920,Spam
 600  1.005559      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 599#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=402116 Win=64240 Len=0,Spam
1795  21.253934     147.32.84.165       94.245.120.86       eth:ethertype:ip:tcp      62  1054 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
"1746  2.328147      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1126  5678 â†’ 1043 [FIN, PSH, ACK] Seq=2921 Ack=176 Win=65535 Len=1072",Spam
1379  1.580908      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=936696 Win=64240 Len=0,Spam
1186  1.451451      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=806756 Win=62780 Len=0,Spam
 486  0.939603      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:prp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=324116 Win=64240 Len=0[Malformed Packet],Spam
 332  0.813403      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=218156 Ack=128 Win=65535 Len=1460,Spam
 789  1.134665      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1734  5678 â†’ 1040 [ACK] Seq=533516 Ack=128 Win=65535 Len=1680,Spam
 195  0.744717      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 194#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=123256 Win=64240 Len=0,Spam
 638  1.065354      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 637#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=427776 Win=64240 Len=0,Spam
 472  0.938357      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=313056 Win=64240 Len=0,Spam
1714  1.792898      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2974  5678 â†’ 1040 [ACK] Seq=1170296 Ack=128 Win=65535 Len=2920,Spam
 323  0.812715      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 322#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=209616 Win=64240 Len=0,Spam
1197  1.451929      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=812596 Ack=128 Win=65535 Len=1460,Spam
 267  0.807475      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 266#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=172585 Win=64240 Len=0,Spam
1544  1.703906      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1053276 Win=64240 Len=0,Spam
1804  21.254183     147.32.84.165       65.54.188.126       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1065 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
  68  0.614820      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=41496 Ack=128 Win=65535 Len=1460,Spam
"1738  2.046018      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      61  [TCP Retransmission] 1043 â†’ 5678 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=7",Spam
1593  1.712065      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1084776 Ack=128 Win=65535 Len=1460,Spam
1564  1.709064      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1066636 Win=62780 Len=0,Spam
